temp,speed
25.299999999999997,342.66133637921183
25.299999999999997,347.02139965297863
25.275,340.3289846851957
25.275,342.66133637921183
25.299999999999997,343.24942791762015
25.299999999999997,343.24942791762015
25.299999999999997,343.24942791762015
25.299999999999997,348.0278422273782
25.299999999999997,340.81226924169266
25.299999999999997,347.4232773595831
25.299999999999997,340.81226924169266
25.299999999999997,348.12880765883375
25.325,349.5484998543548
25.325,340.9090909090909
25.325,349.5484998543548
25.325,349.5484998543548
25.299999999999997,342.66133637921183
25.299999999999997,347.5238922675934
25.325,347.5238922675934
25.325,347.5238922675934
25.325,347.5238922675934
25.325,340.3289846851957
25.325,347.6245654692932
25.325,347.5238922675934
25.375,340.3289846851957
25.375,347.5238922675934
25.35,342.66133637921183
25.35,340.3289846851957
25.375,340.2324922030054
25.375,340.2324922030054
25.375,342.66133637921183
25.375,342.66133637921183
25.375,343.3476394849785
25.375,348.12880765883375
25.375,340.9090909090909
25.375,348.12880765883375
25.4,342.66133637921183
25.4,347.5238922675934
25.4,340.9090909090909
25.4,340.9090909090909
25.424999999999997,340.9090909090909
25.424999999999997,348.12880765883375
25.4,342.66133637921183
25.4,340.3289846851957
25.4,342.66133637921183
25.4,349.5484998543548
25.424999999999997,347.72529701535785
25.424999999999997,340.9090909090909
25.4,343.24942791762015
25.4,340.9090909090909
25.424999999999997,342.66133637921183
25.424999999999997,340.2324922030054
25.450000000000003,342.66133637921183
25.450000000000003,340.3289846851957
25.475,342.7592116538132
25.475,340.3289846851957
25.475,349.5484998543548
25.475,349.4467093768201
25.475,347.02139965297863
25.475,342.66133637921183
25.475,347.02139965297863
25.475,349.5484998543548
25.5,350.1604902246863
25.5,340.81226924169266
25.5,340.9090909090909
25.5,340.9090909090909
25.5,340.3289846851957
25.5,342.66133637921183
25.475,342.66133637921183
25.475,347.4232773595831
25.5,340.3289846851957
25.5,342.66133637921183
25.5,340.81226924169266
25.5,340.3289846851957
25.5,347.72529701535785
25.5,350.1604902246863
25.549999999999997,347.6245654692932
25.549999999999997,345.22439585730723
25.525,343.24942791762015
25.525,343.24942791762015
25.549999999999997,347.72529701535785
25.549999999999997,340.81226924169266
25.549999999999997,343.24942791762015
25.549999999999997,340.81226924169266
25.549999999999997,343.24942791762015
25.549999999999997,348.12880765883375
25.549999999999997,343.24942791762015
25.549999999999997,348.12880765883375
25.549999999999997,347.6245654692932
25.549999999999997,342.8571428571429
25.575000000000003,342.66133637921183
25.575000000000003,337.93297662630243
25.6,342.66133637921183
25.6,342.7592116538132
25.6,347.5238922675934
25.6,347.6245654692932
25.6,338.5049365303244
25.6,350.56967572304995
25.625,347.5238922675934
25.625,349.9562554680665
25.6,337.93297662630243
25.6,350.05834305717616
25.6,348.22983168891466
25.6,347.5238922675934
25.6,348.22983168891466
25.6,348.12880765883375
25.625,343.3476394849785
25.625,348.12880765883375
25.625,347.6245654692932
25.625,348.12880765883375
25.625,347.5238922675934
25.625,347.6245654692932
25.625,342.7592116538132
25.625,340.3289846851957
25.675,340.3289846851957
25.675,347.5238922675934
25.675,347.5238922675934
25.675,347.5238922675934
25.675,340.3289846851957
25.675,347.5238922675934
25.675,347.5238922675934
25.675,342.66133637921183
25.675,347.6245654692932
25.675,342.66133637921183
25.724999999999998,347.5238922675934
25.724999999999998,342.66133637921183
25.7,347.5238922675934
25.7,342.563516985441
25.724999999999998,342.66133637921183
25.724999999999998,342.66133637921183
25.7,342.66133637921183
25.7,347.5238922675934
